624,0.048233
629,0.048327
634,0.048407
639,0.048479
644,0.048538
649,0.048588
654,0.048613
659,0.048603
664,0.048582
669,0.048542
674,0.048447
679,0.048323
684,0.048155
689,0.047957
694,0.047701
699,0.047369
704,0.046986
709,0.046517
714,0.045984
719,0.045368
724,0.044724
729,0.043968
734,0.043127
739,0.042252
744,0.041275
749,0.040245
754,0.039162
759,0.038199
764,0.037136
769,0.035971
774,0.034714
779,0.033446
784,0.032156
789,0.030932
794,0.029587
799,0.028229
804,0.026857
809,0.025452
814,0.024004
819,0.022583
824,0.021038
829,0.019438
834,0.017784
839,0.016112
844,0.014404
849,0.012625
854,0.010914
859,0.009407
864,0.007906
869,0.006638
874,0.005398
879,0.004248
884,0.003286
889,0.002548
894,0.001972
899,0.001535
904,0.001242
909,0.001059
914,0.000952
919,0.000883
924,0.000826
929,0.000778
934,0.000740
939,0.000711
944,0.000687
949,0.000666
954,0.000647
959,0.000633
964,0.000620
969,0.000608
974,0.000601
979,0.000593
984,0.000582
