624,0.000967
634,0.000990
644,0.000996
654,0.001024
664,0.001148
674,0.001554
684,0.002565
694,0.004593
704,0.007855
714,0.011789
724,0.015587
734,0.018734
744,0.021050
754,0.022585
764,0.023426
774,0.023604
784,0.023155
794,0.022160
804,0.020674
814,0.018766
824,0.016493
834,0.013905
844,0.011030
854,0.008083
864,0.005379
874,0.003216
884,0.001738
894,0.000824
904,0.000374
914,0.000214
924,0.000132
934,8.392380E-5
944,5.340600E-5
954,3.433250E-5
964,2.288830E-5
974,1.716630E-5
