624,0.047520
629,0.047615
634,0.047690
639,0.047772
644,0.047821
649,0.047869
654,0.047888
659,0.047877
664,0.047856
669,0.047823
674,0.047743
679,0.047613
684,0.047446
689,0.047257
694,0.047013
699,0.046704
704,0.046336
709,0.045922
714,0.045433
719,0.044867
724,0.044205
729,0.043514
734,0.042746
739,0.041895
744,0.040976
749,0.040013
754,0.038986
759,0.037930
764,0.036827
769,0.035727
774,0.034607
779,0.033478
784,0.032427
789,0.031290
794,0.030171
799,0.029066
804,0.027989
809,0.026911
814,0.025843
819,0.024809
824,0.023798
829,0.022881
834,0.021937
839,0.021006
844,0.020174
849,0.019501
854,0.018789
859,0.018168
864,0.017624
869,0.017176
874,0.016834
879,0.016598
884,0.016457
889,0.016396
894,0.016413
899,0.016474
904,0.016569
909,0.016701
914,0.016863
919,0.017023
924,0.017191
929,0.017359
934,0.017517
939,0.017683
944,0.017870
949,0.018057
954,0.018231
959,0.018412
964,0.018582
969,0.018751
974,0.018927
979,0.019075
984,0.019242
989,0.007374
994,0.000158
999,0.000000
